m,n,avg,std
53779,8973,85,0.0232566,0.0146557
53795,4587,178,0.0330231,0.00997749
53811,295,267,0.00482479,0.0187789
53827,580,468,0.0204652,0.0154198
53843,4544,64,0.00591011,0.0138992
53859,1020,74,0.00175069,0.0304976
53875,4711,264,0.0639558,0.00233558
53891,5739,117,0.0214735,0.00996581
53907,1014,74,0.00167738,0.0275178
53923,927,64,0.00118111,0.0359454
53939,580,419,0.0183087,0.00845267
53955,2632,93,0.00760007,0.00526237
53971,511,180,0.00458401,0.0174625
53987,259,174,0.00203931,0.0267247
54003,5596,264,0.0744249,0.00987323
54019,2578,76,0.00466273,0.0194338
54035,24166,72,0.0458465,0.00407469
54051,1956,115,0.00767193,0.00765707
54067,9128,126,0.0457931,0.00611143
54083,631,66,0.000858924,0.0389024
54099,138,136,0.000976458,0.0216895
54115,1975,210,0.0201656,0.00940442
54131,2900,242,0.0357425,0.00939205
54147,237,110,0.000977328,0.0347923
54163,13675,73,0.0294286,0.00957268
54179,137,98,0.00067105,0.0820689
54195,250,78,0.000593045,0.0348298
54211,5932,274,0.0870188,0.00596396
54227,1217,124,0.00572537,0.00983275
54243,762,330,0.0165491,0.00946821
54259,1109,713,0.0718029,0.00803825
54275,107,79,0.000415288,0.0426819
54291,561,65,0.000769392,0.0396416
54307,7222,106,0.0221059,0.00977061
54323,13926,69,0.0270427,0.0173352
54339,422,212,0.00445126,0.0154951
54355,823,84,0.00184479,0.0250457
54371,1027,72,0.0017237,0.0287814
54387,1494,84,0.00343612,0.0182659
54403,1663,864,0.143148,0.00464172
54419,544,511,0.0227056,0.0062092
54435,3441,68,0.00500909,0.00811781
54451,2584,497,0.0935648,0.00263716
54467,4355,187,0.0361496,0.0074682
54483,662,321,0.0142392,0.00983427
54499,5423,153,0.0305782,0.00675701
54515,1401,136,0.00664272,0.00614733
54531,10242,196,0.116665,0.00637447
54547,1878,519,0.0830297,0.00848635
54563,2945,593,0.152961,0.00920683
54579,1014,156,0.0073343,0.0291914
54595,1124,111,0.00442758,0.0357504
54611,1353,607,0.0722405,0.0321797
54627,108,84,0.000465319,0.0380252
54643,3575,264,0.0490628,0.00496481
54659,271,83,0.000729231,0.0295214
54675,83,80,0.000368516,0.0636566
54691,251,116,0.00108316,0.0328079
54707,1542,95,0.00507805,0.0193254
54723,1811,108,0.0061516,0.00310723
54739,994,593,0.0477173,0.00997489
54755,781,64,0.000946832,0.0266803
54771,11763,141,0.0674665,0.00700629
54787,580,231,0.0076299,0.0206244
54803,3485,73,0.00587669,0.0226283
54819,3272,135,0.0152498,0.00552254
54835,724,404,0.0206725,0.0150318
54851,847,560,0.0392478,0.0106021
54867,2140,402,0.0557458,0.00664039
54883,900,115,0.00368455,0.0324004
54899,1637,163,0.011172,0.009855
54915,7351,116,0.0276942,0.00995833
54931,251,94,0.000875209,0.0384911
54947,1038,179,0.00897216,0.00340737
54963,21240,84,0.0554857,0.00415795
54979,14281,80,0.0359774,0.00569084
54995,201,145,0.0012652,0.0340613
55011,137,74,0.000449558,0.0650144
55027,9348,128,0.0403574,0.00262074
55043,5168,230,0.0560417,0.00958108
55059,1339,180,0.010875,0.012533
55075,1099,763,0.0805922,0.00614029
55091,544,352,0.0122369,0.012911
55107,3702,112,0.012253,0.00626283
55123,2178,79,0.00449834,0.0228779
55139,627,91,0.00175282,0.0279479
55155,552,436,0.0176458,0.0172646
55171,1029,448,0.0351096,0.00813543
55187,1641,71,0.00269535,0.0300728
55203,338,297,0.00619793,0.0234204
55219,4567,155,0.027841,0.00529718
55235,1101,122,0.00497577,0.0143426
55251,2093,475,0.0744026,0.00645858
55267,348,82,0.000793447,0.0443762
55283,1362,68,0.00195255,0.0207723
55299,376,160,0.00223852,0.0289736
55315,8232,168,0.0577358,0.00464808
55331,3780,232,0.041083,0.0148127
55347,1807,128,0.00755497,0.00879435
55363,1192,163,0.00827917,0.00673127
55379,1790,112,0.00634456,0.00911011
55395,917,839,0.0767397,0.00461397
55411,7087,260,0.094267,0.00342412
55427,3710,200,0.0314349,0.00714934
55443,238,204,0.00231134,0.0209927
55459,951,249,0.0138035,0.0096465
55475,291,74,0.000595647,0.0496281
55491,646,72,0.00098461,0.0384022
55507,1003,180,0.00837072,0.00978446
55523,1909,216,0.019786,0.00529594
55539,1233,117,0.00519333,0.0162844
55555,1005,280,0.0169331,0.0127736
55571,3504,350,0.0744889,0.0074114
55587,2454,206,0.0236155,0.0099163
55603,2014,124,0.00909953,0.00987584
55619,88,74,0.000327467,0.0481239
55635,109,82,0.000461998,0.0806412
55651,1082,449,0.0345453,0.00992463
55667,550,398,0.0162145,0.00575403
55683,1375,427,0.0428428,0.00995388
55699,885,171,0.00705119,0.00946625
55715,255,98,0.000806949,0.0482454
55731,1978,307,0.0362323,0.00879567
55747,16463,105,0.059306,0.00377545
55763,1221,81,0.00254519,0.0186206
55779,2258,77,0.00420693,0.0099666
55795,4913,75,0.00833073,0.00970074
55811,443,190,0.00409716,0.0191374
55827,465,86,0.00113115,0.0472228
55843,16860,95,0.0583927,0.00684202
55859,17174,93,0.0568693,0.00488023
55875,948,579,0.0446997,0.00545103
55891,1295,286,0.0231991,0.00676558
55907,842,98,0.00224143,0.034735
55923,8362,194,0.0712222,0.00883908
55939,8174,95,0.0292345,0.00792611
55955,6862,80,0.0133138,0.0051257
55971,2355,106,0.00750251,0.0097363
55987,2739,283,0.0462555,0.00941961
56003,589,511,0.0255996,0.00456999
56019,3828,216,0.0370166,0.00383161
56035,3748,124,0.016022,0.0035153
56051,239,144,0.00136543,0.0718489
56067,1335,146,0.00782563,0.00791604
56083,1721,272,0.0258139,0.00970688
56099,1570,418,0.0452187,0.00734404
56115,4290,143,0.0219359,0.00419057
56131,10994,142,0.0636665,0.00581192
56147,754,250,0.0108653,0.00883595
56163,979,70,0.00148152,0.036788
56179,2575,432,0.0763531,0.00877362
56195,114,90,0.000559949,0.0385321
56211,1060,225,0.0125195,0.00794527
56227,4355,279,0.0702769,0.00489751
56243,18586,69,0.0355483,0.00801482
56259,1932,411,0.0544064,0.0130101
56275,4502,412,0.120514,0.00950782
56291,422,145,0.00248851,0.0379576
56307,115,65,0.000311352,0.0660415
56323,3711,233,0.0416806,0.00708575
56339,2573,508,0.0992301,0.00771569
56355,2062,110,0.00741746,0.00520896
56371,335,263,0.00528483,0.0203592
56387,957,229,0.0120916,0.00904132
56403,201,123,0.00109817,0.029141
56419,524,374,0.01401,0.0125645
56435,237,70,0.000524813,0.0650708
56451,146,73,0.00045727,0.0555085
56467,2543,130,0.0110833,0.0186633
56483,1641,546,0.0704204,0.00756719
56499,436,125,0.00202862,0.0347673
56515,393,221,0.00455042,0.0182672
56531,533,300,0.0106115,0.0199793
56547,927,402,0.0263758,0.009936
56563,9971,103,0.0327138,0.00391549
56579,162,75,0.000514786,0.0423631
56595,826,779,0.0597961,0.00435268
56611,3457,86,0.00813379,0.0174939
56627,4745,380,0.112186,0.00647768
56643,690,145,0.00391946,0.0184111
56659,458,268,0.007228,0.0176411
56675,943,605,0.0493079,0.0074311
56691,158,66,0.000407729,0.0527942
56707,3630,73,0.00583869,0.00554166
56723,272,162,0.00178215,0.0309482
56739,1730,633,0.0927149,0.00977782
56755,364,101,0.0010954,0.0287944
56771,284,247,0.00375283,0.0155402
56787,1306,154,0.00839748,0.0117945
56803,3363,93,0.00958816,0.0045543
56819,3158,309,0.0561552,0.00991065
56835,190,116,0.00091069,0.0410328
56851,3655,236,0.0421487,0.00704354
56867,4512,176,0.030484,0.0099281
56883,900,561,0.0394001,0.00989428
56899,1702,116,0.00663309,0.00960181
56915,1763,75,0.00314438,0.0207573
56931,4768,215,0.0476029,0.00567203
56947,1731,213,0.0185025,0.0043244
56963,1144,125,0.00554966,0.00642744
56979,2167,97,0.00575396,0.00699368
56995,10786,139,0.0594699,0.00983168
57011,4930,288,0.0764657,0.00596003
57027,99,65,0.000289078,0.0936405
57043,1912,172,0.0134673,0.00484851
57059,2407,300,0.0429682,0.00961375
57075,5022,171,0.0334482,0.00979785
57091,1355,157,0.00935598,0.00588919
57107,6377,94,0.0177539,0.00451586
57123,242,96,0.000719204,0.0497294
57139,5049,70,0.00763214,0.00726674
57155,3796,246,0.049463,0.0317109
57171,269,146,0.00169944,0.0315774
57187,4565,261,0.0647369,0.0323614
57203,8986,138,0.0462381,0.00934259
57219,491,81,0.00103788,0.0226972
57235,588,471,0.0218668,0.0150387
57251,96,69,0.00030389,0.0403307
57267,1544,722,0.101147,0.0125933
57283,5310,189,0.042753,0.00506456
57299,704,164,0.00479642,0.00926415
57315,487,170,0.00358556,0.020548
57331,606,270,0.0101987,0.0168433
57347,678,404,0.019417,0.0147607
57363,2107,407,0.0594467,0.00692495
57379,7845,133,0.0353706,0.00983725
57395,632,622,0.0334979,0.00998636
57411,4168,114,0.0149483,0.00371912
57427,25198,80,0.0606105,0.00422046
57443,343,71,0.000686288,0.0390591
57459,76,65,0.00024945,0.0924226
57475,2023,308,0.0376414,0.00858369
57491,4164,131,0.0177205,0.0117162
57507,11208,69,0.0210423,0.00446394
57523,405,149,0.0024796,0.0191531
57539,127,68,0.000365241,0.0720718
57555,645,444,0.0223666,0.00898687
57571,260,86,0.000791219,0.0569683
57587,333,220,0.00362028,0.0253773
57603,420,239,0.00574386,0.0134274
57619,1744,289,0.0292993,0.00903299
57635,1173,131,0.00558391,0.00481121
57651,3042,469,0.100949,0.00825874
57667,20163,64,0.0350066,0.00995001
57683,1773,76,0.00316341,0.0190717
57699,4401,432,0.125081,0.00630672
57715,3617,485,0.128707,0.005241
57731,1264,90,0.00342849,0.0241621
57747,362,140,0.00198283,0.036865
57763,839,113,0.00320693,0.0187252
57779,98,76,0.000370202,0.0551362
57795,363,124,0.00168045,0.0243136
57811,16488,103,0.0560558,0.00360379
57827,1570,220,0.0174147,0.0131496
57843,689,195,0.00672052,0.00887675
57859,3817,66,0.00551249,0.00983858
57875,4398,282,0.0672402,0.00972508
57891,365,66,0.000587521,0.0509064
57907,3642,364,0.0815356,0.00956295
57923,210,169,0.0016422,0.0209376
57939,158,84,0.000583758,0.0588031
57955,315,137,0.00163398,0.0347293
57971,1329,655,0.0783394,0.00581408
57987,1642,244,0.0211681,0.00413535
58003,995,84,0.00221826,0.025002
58019,5115,265,0.0754456,0.00632417
58035,16829,99,0.0545419,0.0088576
58051,714,186,0.00640291,0.00857169
58067,3833,234,0.0433689,0.00960444
58083,7534,142,0.0385406,0.00274445
58099,645,73,0.00105368,0.031479
58115,250,89,0.000800906,0.0548687
58131,3014,566,0.135198,0.00970215
58147,2665,139,0.0135661,0.0153475
58163,5521,350,0.116682,0.00958105
58179,575,121,0.00250684,0.0249941
58195,1142,331,0.0250132,0.00685428
58211,1538,495,0.0607723,0.00927236
58227,3302,381,0.0812133,0.00918644
58243,8929,190,0.0801289,0.00356513
58259,1037,658,0.0600921,0.00825958
58275,8654,103,0.0275225,0.00951188
58291,14209,132,0.0723819,0.00607723
58307,545,157,0.00372092,0.0274113
58323,459,175,0.00394623,0.00686841
58339,573,195,0.00560324,0.0109438
58355,1248,742,0.0847262,0.00861219
58371,1062,168,0.00762623,0.0213465
58387,1147,87,0.00293157,0.0217706
58403,1316,219,0.0151956,0.0145914
58419,294,235,0.00375163,0.0292522
58435,350,152,0.00199273,0.0236393
58451,1041,138,0.00558671,0.0179855
58467,2978,98,0.00787822,0.00964151
58483,2382,82,0.00515136,0.00982658
58499,143,86,0.00058005,0.0357588
58515,2016,340,0.0415742,0.00445806
58531,1395,695,0.0901819,0.00455604
58547,1631,436,0.0504456,0.00568008
58563,2315,102,0.00678359,0.0224863
58579,4152,117,0.0161082,0.00984957
58595,2438,196,0.0208628,0.00365084
58611,537,454,0.0187837,0.00248749
58627,1763,584,0.0825417,0.00990332
58643,607,87,0.00155922,0.0257365
58659,331,66,0.000543343,0.0504718
58675,2239,131,0.010106,0.0176685
58691,7462,182,0.0573567,0.00949129
58707,4229,115,0.0153618,0.00719097
58723,3293,73,0.00543846,0.00941719
58739,549,104,0.00157282,0.0317063
58755,2693,95,0.00844265,0.0241075
58771,80,79,0.000348707,0.0429127
58787,13834,145,0.0856061,0.00700355
58803,1002,105,0.00315213,0.017602
58819,1360,95,0.00430583,0.0183354
58835,26491,76,0.056352,0.00714755
58851,314,145,0.00171246,0.0341052
58867,3820,178,0.0278101,0.00213624
58883,787,411,0.0243688,0.0122334
58899,2574,610,0.131504,0.00588278
58915,1237,1032,0.12957,0.00549858
58931,8708,116,0.0356218,0.00980467
58947,1107,599,0.0572354,0.00999923
58963,511,88,0.0012869,0.0355181
58979,1113,460,0.0374521,0.00989945
58995,3329,182,0.0266397,0.00243521
59011,829,153,0.0054034,0.00817055
59027,5176,213,0.0495526,0.00926361
59043,2259,95,0.00715678,0.00981607
59059,161,78,0.00052307,0.0570917
59075,3009,425,0.0864102,0.00964304
59091,4969,184,0.0367187,0.00703893
59107,333,234,0.00408672,0.0136496
59123,1960,201,0.0179522,0.00994738
59139,568,142,0.00316988,0.0144352
59155,4905,94,0.0138814,0.00562289
59171,1033,320,0.0209847,0.0107512
59187,404,69,0.000664656,0.0486033
59203,8028,94,0.0238808,0.00219929
59219,2260,69,0.00348326,0.0128955
59235,833,169,0.0063164,0.0158577
59251,168,94,0.000739416,0.0428011
59267,1507,524,0.0610511,0.00970418
59283,2531,300,0.0448029,0.00995483
59299,669,214,0.00770021,0.0163147
59315,2417,148,0.0136627,0.00993565
59331,8095,101,0.0236692,0.00969574
59347,2492,665,0.144288,0.0087011
59363,5510,119,0.0215173,0.00565236
59379,1070,424,0.031258,0.00995293
59395,996,309,0.0193172,0.00875867
59411,440,153,0.00275565,0.0224434
59427,562,126,0.0026813,0.0350491
59443,2616,292,0.0432208,0.00457371
59459,716,515,0.0285062,0.00802124
59475,1824,251,0.0259827,0.0350586
59491,286,273,0.00464324,0.00957281
59507,1853,209,0.0195118,0.0312995
59523,5091,110,0.0166246,0.00560175
59539,3016,356,0.0663638,0.027857
59555,2917,125,0.0133126,0.0187291
59571,14890,82,0.0395804,0.00952267
59587,81,68,0.000281584,0.104059
59603,8308,94,0.0257774,0.00575782
59619,12780,156,0.0885341,0.00983162
59635,302,142,0.00164972,0.0352196
59651,456,201,0.00438834,0.0297679
59667,4166,91,0.0111095,0.00784557
59683,2253,76,0.00403231,0.00991919
59699,2632,89,0.00691389,0.0151495
59715,2377,90,0.00635182,0.00568854
59731,719,193,0.00683943,0.00900597
59747,744,149,0.00468842,0.00244313
59763,11083,147,0.071262,0.00194473
59779,139,73,0.000459313,0.023889
59795,1384,413,0.0408769,0.00594719
59811,3637,439,0.112727,0.00990915
59827,414,81,0.00088347,0.042905
59843,1486,389,0.0399889,0.00520555
59859,1380,261,0.0207685,0.0141752
59875,2102,94,0.00635056,0.00975239
59891,3691,85,0.00839853,0.0175399
59907,97,66,0.000288377,0.0886071
59923,1050,394,0.028649,0.0115019
59939,448,234,0.00561149,0.018746
59955,10014,176,0.0782327,0.00587449
59971,5042,321,0.0931218,0.00722478
59987,2392,148,0.0136711,0.00969547
60003,11134,75,0.0224994,0.0031172
60019,2195,85,0.00522919,0.00857987
60035,80,73,0.00033023,0.0383957
60051,4401,224,0.0452845,0.00262352
60067,901,364,0.0226332,0.0107128
60083,2726,144,0.0141165,0.00749013
60099,209,158,0.00147056,0.0231613
60115,1310,412,0.0371436,0.0169717
60131,1483,119,0.0065156,0.00421908
60147,636,335,0.0150052,0.0151418
60163,1866,356,0.0411368,0.0068769
60179,140,85,0.000573498,0.027558
60195,1818,522,0.0726822,0.00995519
60211,20293,77,0.0449969,0.0021594
60227,645,216,0.00718907,0.0156981
60243,391,66,0.000607312,0.0308746
60259,1751,274,0.0276224,0.00994677
60275,757,241,0.0104556,0.00584515
60291,487,75,0.000862204,0.0403782
60307,1296,150,0.00803428,0.0091661
60323,15640,101,0.0542577,0.00147532
60339,1294,81,0.00271441,0.0211766
60355,8702,84,0.0213832,0.0129788
60371,119,99,0.000676778,0.0556298
60387,18112,72,0.0349689,0.00272358
60403,92,85,0.000442884,0.068844
60419,3326,145,0.0176079,0.00575765
60435,1148,75,0.00204828,0.0404389
60451,1090,165,0.00775747,0.0134381
60467,239,97,0.000765274,0.0569076
60483,2246,322,0.043714,0.00971697
60499,1116,663,0.0647306,0.00953635
60515,1009,163,0.00719703,0.0161152
60531,2358,230,0.0268792,0.00702383
60547,4763,192,0.0370236,0.00649703
60563,1465,365,0.0355563,0.00977032
60579,1129,96,0.00278578,0.0163218
60595,8255,74,0.0154193,0.00556684
60611,1065,102,0.00313109,0.0150824
60627,4972,106,0.0149696,0.00577736
60643,2053,815,0.179512,0.0063415
60659,3969,124,0.0172888,0.017337
60675,111,81,0.000438709,0.0553943
60691,4003,285,0.0644177,0.00927128
60707,6643,283,0.104116,0.00718205
60723,295,224,0.00315651,0.0251489
60739,1458,774,0.107175,0.00984339
60755,2003,403,0.0545495,0.00767555
60771,3038,290,0.0488451,0.00433166
60787,5216,143,0.0269933,0.00741155
60803,3910,66,0.00547192,0.00634229
60819,2687,296,0.0455847,0.00959404
60835,480,313,0.00950803,0.00991032
60851,1223,402,0.0339411,0.00982706
60867,718,125,0.00345054,0.0163414
60883,28260,68,0.0527635,0.00773453
60899,8983,81,0.0215342,0.0148973
60915,636,565,0.0295864,0.00573958
60931,407,244,0.005522,0.0184317
60947,5421,302,0.0904764,0.00423616
60963,772,130,0.00353888,0.0167116
60979,8256,225,0.0917791,0.00458018
60995,1054,383,0.0286022,0.0114635
61011,5798,83,0.0123105,0.0151434
61027,452,89,0.00115393,0.0278522
61043,127,84,0.0005356,0.0379347
61059,592,78,0.00111695,0.0488484
61075,462,123,0.0021605,0.038689
61091,389,218,0.00443789,0.0148317
61107,694,96,0.00164675,0.0262674
61123,5430,311,0.0971656,0.00591949
61139,657,129,0.00289193,0.0164141
61155,3760,104,0.0106123,0.0098845
61171,442,325,0.00977619,0.00989866
61187,5270,166,0.0323734,0.00946633
61203,9421,171,0.0709047,0.00266197
61219,3100,310,0.0562559,0.0104133
61235,1074,284,0.0188795,0.019438
61251,3957,176,0.0268594,0.00457947
61267,88,66,0.00026951,0.0714174
61283,1823,178,0.0145568,0.0133213
61299,7810,198,0.0676217,0.00380386
61315,9610,105,0.0322014,0.00311273
61331,11576,99,0.0382425,0.00255781
61347,303,164,0.00201966,0.0216337
61363,538,114,0.00200043,0.030551
61379,766,102,0.00220302,0.0221121
61395,14317,88,0.0419372,0.006472
61411,737,102,0.00214691,0.0240738
61427,1925,667,0.115406,0.00738706
61443,1099,76,0.00187087,0.0285015
61459,3180,71,0.00505979,0.0165132
61475,303,72,0.000566426,0.0350441
61491,706,157,0.00498329,0.0235589
61507,532,281,0.00920665,0.0099735
61523,1261,580,0.0610718,0.00966984
61539,170,82,0.000601667,0.0590957
61555,3975,119,0.0160421,0.00433153
61571,318,258,0.00449398,0.0236567
61587,1321,64,0.00162757,0.0357097
61603,5620,298,0.0949511,0.00469065
61619,806,83,0.00185723,0.0297138
61635,5000,266,0.0685977,0.00994473
61651,364,153,0.00221417,0.0257978
61667,457,88,0.00109529,0.0286712
61683,5930,94,0.0167143,0.0129266
61699,568,178,0.00449154,0.0199178
61715,1169,398,0.0331135,0.00979067
61731,862,226,0.0105894,0.00882628
61747,1338,126,0.00664523,0.018563
61763,810,702,0.050703,0.0081185
61779,11820,156,0.0810354,0.00462064
61795,1400,407,0.0396835,0.00860567
61811,1735,262,0.0274513,0.00474514
61827,1879,69,0.00299565,0.0371099
61843,14018,80,0.0364234,0.00138322
61859,2246,68,0.00345793,0.0423765
61875,11491,123,0.06125,0.00231684
61891,5488,337,0.116279,0.00971331
61907,225,104,0.000812937,0.0905277
61923,412,371,0.0114647,0.0187578
61939,1120,105,0.00368019,0.0346259
61955,769,385,0.0224159,0.0294807
61971,2141,356,0.0473833,0.00989783
61987,1966,418,0.0559795,0.00974808
62003,884,359,0.0222879,0.0122876
62019,15942,131,0.0834801,0.00670279
62035,2053,226,0.0263907,0.00988328
62051,1487,430,0.046729,0.0309419
62067,1093,230,0.0138472,0.00722762
62083,8063,76,0.0147409,0.0122835
62099,1592,175,0.012513,0.0094878
62115,147,70,0.000424866,0.0589094
62131,3568,192,0.0275807,0.00276976
62147,1097,122,0.0050126,0.0226013
62163,2149,73,0.00361486,0.00797921
62179,566,76,0.000989729,0.0338581
62195,5737,348,0.120675,0.012122
62211,356,83,0.000861286,0.0359851
62227,2761,330,0.0547107,0.0098834
62243,418,147,0.00241404,0.0294176
62259,1072,224,0.0120397,0.0189541
62275,1978,763,0.143863,0.00432387
62291,423,281,0.00754443,0.0264214
62307,429,140,0.00228102,0.0338264
62323,602,75,0.00104479,0.0289
62339,417,124,0.00190432,0.0226957
62355,7915,151,0.047709,0.00995399
62371,4288,189,0.0352116,0.00960195
62387,179,81,0.000594594,0.0503716
62403,126,99,0.000695415,0.0337541
62419,7789,145,0.0419737,0.0125639
62435,622,346,0.015039,0.0168662
62451,6256,141,0.0309676,0.00211277
62467,1543,226,0.0195509,0.0143027
62483,1020,611,0.0542149,0.00501754
62499,2603,163,0.0170399,0.00805229
62515,1338,107,0.00454497,0.016173
62531,11419,135,0.0612078,0.00570029
62547,1864,312,0.0335345,0.00465112
62563,3039,151,0.0180027,0.0139431
62579,18119,106,0.0659262,0.0081
62595,223,112,0.00094317,0.0415263
62611,10333,182,0.0878436,0.00375967
62627,1432,265,0.0210564,0.00453251
62643,2163,744,0.149321,0.00936528
62659,6562,309,0.116072,0.00485463
62675,2473,568,0.109041,0.00943784
62691,2058,310,0.039312,0.00950949
